category_name,property_type,building_size,land_size,preferred_size,listing_agency,price,location_number,address,address_1,city,state,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Alliance Realty - Larrakeyah,559000.0,139221507,"14 Haydon Street, Rosebery, NT 0832",14 Haydon Street,Rosebery,NT,832,08 8982 8282,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,742.0,742.0,For Sale By Owner                                                                                   ,630000.0,139219791,"3 Termansen Street, Moil, NT 0810",3 Termansen Street,Moil,NT,810,1300 114 970,standard,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2170.0,2170.0,Real Estate Central - DARWIN CITY,,139217339,"14 Orchard Road, Coconut Grove, NT 0810",14 Orchard Road,Coconut Grove,NT,810,08 8943 3000,premiere,6.0,2.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,165.0,,165.0,LJ Hooker Darwin -   ,429000.0,139217143,"8/8 Duke Street, Stuart Park, NT 0820",8/8 Duke Street,Stuart Park,NT,820,08 8924 0900,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,715.0,715.0,LJ Hooker Darwin -   ,,139217011,"14 Kilian Crescent, Jingili, NT 0810",14 Kilian Crescent,Jingili,NT,810,08 8924 0900,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Territory Real Estate - Darwin,300000.0,139216431,"5/9 Donaldson Court, Karama, NT 0812",5/9 Donaldson Court,Karama,NT,812,0889855678,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135.0,,135.0,Eview Group - Corporate,300000.0,139214835,"11/75 Aralia Street, Rapid Creek, NT 0810",11/75 Aralia Street,Rapid Creek,NT,810,03 8781 3888,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,95.0,,95.0,Raine & Horne - Darwin,220000.0,139212311,"21/42-46 Calytrix Road, Karama, NT 0812",21/42-46 Calytrix Road,Karama,NT,812,08 8941 8941,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Other,,,,Freedom Property - Australia,,139209443,"7/4 Grassland Crescent, Leanyer, NT 0812",7/4 Grassland Crescent,Leanyer,NT,812,07 3999 8324,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,212.0,640.0,640.0,Elders Real Estate - Palmerston,575000.0,139208727,"21 Nathan Court, Gunn, NT 0832",21 Nathan Court,Gunn,NT,832,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,266.0,1030.0,1030.0,Renee's Realty NT - DURACK,799000.0,139206727,"160 Lind Road, Johnston, NT 0832",160 Lind Road,Johnston,NT,832,0417 718 149,premiere,4.0,2.0,10.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,827.0,827.0,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,480000.0,139206483,"34 Kestrel Circuit, Wulagi, NT 0812",34 Kestrel Circuit,Wulagi,NT,812,08 8945 9372,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,549000.0,139203271,"1006/102 Esplanade, Darwin City, NT 0800",1006/102 Esplanade,Darwin City,NT,800,08 8945 9372,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,48.0,,48.0,Knight Frank (NT) - Darwin,299000.0,139202891,"18/110 Esplanade, Darwin City, NT 0800",18/110 Esplanade,Darwin City,NT,800,08 8982 2500,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,812.0,812.0,@realty - National Head Office Australia,649000.0,139202579,"8 Juma Place, Rosebery, NT 0832",8 Juma Place,Rosebery,NT,832,1300 299 377,midtier,5.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,8.09,8.09,Elders Real Estate - Palmerston,525000.0,203306535,"620 Strangways Road, Humpty Doo, NT 0836",620 Strangways Road,Humpty Doo,NT,836,08 8931 5000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,138.0,815.0,815.0,Real Estate NT by George Pikos - FANNIE BAY,380000.0,139202223,"38 Zenith Crt, Woodroffe, NT 0830",38 Zenith Crt,Woodroffe,NT,830,08 8941 9959,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,146.0,,Elaine Mills Property Management - COOLALINGA,395000.0,139201043,"122.21 Cavenagh St, Darwin City, NT 0800",122.21 Cavenagh St,Darwin City,NT,800,08 8983 1800,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate NT by George Pikos - FANNIE BAY,,139199523,"13 Vashon St, Leanyer, NT 0812",13 Vashon St,Leanyer,NT,812,08 8941 9959,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,651.0,651.0,Knight Frank (NT) - Darwin,860000.0,139198427,"23 Garner Street, Berrimah, NT 0828",23 Garner Street,Berrimah,NT,828,08 8982 2500,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,782.0,782.0,Eview Group - Corporate,275000295000.0,203306071,"53 Kakadu Parade, Gunn, NT 0832",53 Kakadu Parade,Gunn,NT,832,03 8781 3888,standard,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Raine & Horne - Darwin,,139196447,"131/21 Cavenagh Street, Darwin City, NT 0800",131/21 Cavenagh Street,Darwin City,NT,800,08 8941 8941,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,127.0,127.0,LJ Hooker Darwin -   ,475000.0,139195495,"11/12 Mclachlan Street, Darwin City, NT 0800",11/12 Mclachlan Street,Darwin City,NT,800,08 8924 0900,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,188.0,701.0,701.0,For Sale By Owner                                                                                   ,485000.0,139194391,"10 Conway Street, Gunn, NT 0832",10 Conway Street,Gunn,NT,832,1300 114 970,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Villa,,307.0,307.0,First National Real Estate O'Donoghues - Darwin,675000.0,139194123,"2/7 Damirrinda Street, Lyons, NT 0810",2/7 Damirrinda Street,Lyons,NT,810,08 8942 8942,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,800.0,800.0,Call2View Real Estate - Palmerston,449000.0,139193603,"32 Bagshaw Crescent, Gray, NT 0830",32 Bagshaw Crescent,Gray,NT,830,08 8932 8858,premiere,4.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,465.0,465.0,Milgate Real Estate - Cullen Bay,1250000.0,139189703,"4/130 East Pt Rd, Fannie Bay, NT 0820",4/130 East Pt Rd,Fannie Bay,NT,820,0404 222 219,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,625.0,625.0,For Sale By Owner                                                                                   ,1200000.0,133161018,"36 Jacksonia Circuit, Nightcliff, NT 0810",36 Jacksonia Circuit,Nightcliff,NT,810,1300 114 970,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,700.0,700.0,HERON PROPERTY - DARWIN,850000.0,139192751,"36 Fanning Drive, Bayview, NT 0820",36 Fanning Drive,Bayview,NT,820,08 8992 9980,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,140.0,,140.0,Top End Realty International - NIGHTCLIFF,,139179627,"702/29 Daly Street, Darwin City, NT 0800",702/29 Daly Street,Darwin City,NT,800,08 8948 5607,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,177.0,177.0,Approved Real Estate (NT) - PALMERSTON CITY,295000.0,139190299,"62/6 Wright Crescent, Gray, NT 0830",62/6 Wright Crescent,Gray,NT,830,08 8931 2005,standard,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,,,Real Estate Central - DARWIN CITY,349000.0,139190219,"1/9 Hickory Street, Nightcliff, NT 0810",1/9 Hickory Street,Nightcliff,NT,810,08 8943 3000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,817.0,817.0,Elders Real Estate - Darwin,,139190159,"44 Freshwater Road, Jingili, NT 0810",44 Freshwater Road,Jingili,NT,810,08 8946 0500,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,173.0,173.0,Elders Real Estate - Darwin,,139189227,"8/3 Eden Street, Stuart Park, NT 0820",8/3 Eden Street,Stuart Park,NT,820,08 8946 0500,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,238.0,238.0,Elders Real Estate - Darwin,,139189103,"11/3 Eden Street, Stuart Park, NT 0820",11/3 Eden Street,Stuart Park,NT,820,08 8946 0500,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Real Estate Central - DARWIN CITY,,139187619,"2/10 Musgrave Crescent, Coconut Grove, NT 0810",2/10 Musgrave Crescent,Coconut Grove,NT,810,08 8943 3000,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,254.0,603.0,603.0,Elders Real Estate - Palmerston,735000.0,139186383,"9 Katherine Close, Gunn, NT 0832",9 Katherine Close,Gunn,NT,832,08 8931 5000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,356.0,356.0,356.0,For Sale By Owner                                                                                   ,610000.0,139186215,"2/49 Bridge Street, Muirhead, NT 0810",2/49 Bridge Street,Muirhead,NT,810,1300 114 970,standard,4.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,4008.0,4008.0,Intrapac - Mirawood,625000.0,600031494,"Lot 36, Boulter Road, Berrimah, NT 0828","Lot 36, Boulter Road",Berrimah,NT,828,03 9207 8000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,803.0,803.0,Intrapac - Mirawood,355700.0,600031494,"Lot 27, Boulter Road, Berrimah, NT 0828","Lot 27, Boulter Road",Berrimah,NT,828,03 9207 8000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,803.0,803.0,Intrapac - Mirawood,355700.0,600031494,"Lot 25, 1 Boulter Road, Berrimah, NT 0828","Lot 25, 1 Boulter Road",Berrimah,NT,828,03 9207 8000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,818.0,818.0,Intrapac - Mirawood,359000.0,600031494,"Lot 24, 1 Boulter Road, Berrimah, NT 0828","Lot 24, 1 Boulter Road",Berrimah,NT,828,03 9207 8000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,875.0,875.0,Intrapac - Mirawood,370990.0,600031494,"Lot 22, 1 Boulter Road, Berrimah, NT 0828","Lot 22, 1 Boulter Road",Berrimah,NT,828,03 9207 8000,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,181.0,,Ray White Bayside - FANNIE BAY,465000.0,139181071,"8/2 Ostermann Street, Coconut Grove, NT 0810",8/2 Ostermann Street,Coconut Grove,NT,810,08 8986 7131,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,1000.0,1000.0,Call2View Real Estate - Palmerston,325000.0,203304363,"16 Chipmunk Court LOT 11777, Zuccoli, NT 0832",16 Chipmunk Court LOT 11777,Zuccoli,NT,832,08 8932 8858,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Real Estate Central Projects - Darwin,700000.0,139180051,"2/17 Gardens Hill Crescent, The Gardens, NT 0820",2/17 Gardens Hill Crescent,The Gardens,NT,820,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Professionals - DARWIN CITY,,139179851,"9 117 Mitchell Street, Darwin City, NT 0800",9 117 Mitchell Street,Darwin City,NT,800,08 8941 8289,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,K G Young & Associates Pty Ltd - Darwin,729000934.0,139178339,,,Lyons,NT,810,08 89 432 432,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,,139177759,"1/7 Latrobe Street, Bayview, NT 0820",1/7 Latrobe Street,Bayview,NT,820,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,310.0,762.0,762.0,Eview Group - Corporate,620000.0,139175891,"42 Malay Road, Wagaman, NT 0810",42 Malay Road,Wagaman,NT,810,03 8781 3888,standard,5.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,1370.0,,1370.0,Elders Real Estate - Darwin,1100000.0,139174371,"36 Murrabibbi Street, Leanyer, NT 0812",36 Murrabibbi Street,Leanyer,NT,812,08 8946 0500,premiere,5.0,4.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,139172907,"29 Camm Street, Johnston, NT 0832",29 Camm Street,Johnston,NT,832,08 8943 3000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Cate Killiner Real Estate - Woolner,595000.0,139170379,"17 Copperfield Crescent, Anula, NT 0812",17 Copperfield Crescent,Anula,NT,812,08 8942 2283,standard,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,380000.0,139169195,"3/93 Dwyer Circuit, Driver, NT 0830",3/93 Dwyer Circuit,Driver,NT,830,08 8943 3000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,800.0,800.0,Freedom Property - Australia,435000.0,139168031,"48 Mistletoe Circuit, Karama, NT 0812",48 Mistletoe Circuit,Karama,NT,812,07 3999 8324,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,81.0,,81.0,Knight Frank (NT) - Darwin,465000.0,139167095,"5102/5 Anchorage Court, Darwin City, NT 0800",5102/5 Anchorage Court,Darwin City,NT,800,08 8982 2500,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,354.0,,354.0,All About Real Estate NT - DARWIN CITY,,139162435,"2/19 Grassland Crescent, Leanyer, NT 0812",2/19 Grassland Crescent,Leanyer,NT,812,0438 404 848,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,532.0,532.0,First National Real Estate O'Donoghues - Darwin,859000.0,139162227,"1 Trochus Crescent, Woolner, NT 0820",1 Trochus Crescent,Woolner,NT,820,08 8942 8942,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,,139160859,"1020 Goode Road, Humpty Doo, NT 0836",1020 Goode Road,Humpty Doo,NT,836,08 8943 3000,premiere,6.0,2.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,400.0,837.0,837.0,Real Value Properties NT - Northern Territory,800000.0,139159575,"8 Kieran Street, Bellamack, NT 0832",8 Kieran Street,Bellamack,NT,832,08 8983 1888,premiere,5.0,2.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Raine & Horne - Darwin,,139159411,"2/21 Airlie Circuit, Brinkin, NT 0810",2/21 Airlie Circuit,Brinkin,NT,810,08 8941 8941,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,715.0,715.0,Raine & Horne - Darwin,450000.0,139156871,"19 Kestrel Circuit, Wulagi, NT 0812",19 Kestrel Circuit,Wulagi,NT,812,08 8941 8941,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,800.0,139155547,"13 Rossiter Street, Rapid Creek, NT 0810",13 Rossiter Street,Rapid Creek,NT,810,08 8943 3000,premiere,4.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.0,2.0,Renee's Realty NT - DURACK,500000.0,139155451,"55 Honeysuckle Road, Herbert, NT 0836",55 Honeysuckle Road,Herbert,NT,836,0417 718 149,premiere,2.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,368.0,368.0,Raine & Horne - Darwin,600000.0,139155235,"31 Halkitis Court, Coconut Grove, NT 0810",31 Halkitis Court,Coconut Grove,NT,810,08 8941 8941,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,172.0,823.0,823.0,Elders Real Estate - Palmerston,,139155207,"11 Lind Road, Johnston, NT 0832",11 Lind Road,Johnston,NT,832,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,225.0,225.0,Elders Real Estate - Palmerston,,139155111,"1/88 Dwyer Circuit, Driver, NT 0830",1/88 Dwyer Circuit,Driver,NT,830,08 8931 5000,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Ray White - Darwin,325000.0,139154435,"8/9 Belle Place, Millner, NT 0810",8/9 Belle Place,Millner,NT,810,0408 108 698,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Real Estate Central Projects - Darwin,,139154427,"4/40 Gardens Hill Crescent, The Gardens, NT 0820",4/40 Gardens Hill Crescent,The Gardens,NT,820,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,807.0,807.0,Ray White - Darwin,550000.0,139154159,"23 Thompson Crescent, Moil, NT 0810",23 Thompson Crescent,Moil,NT,810,0408 108 698,premiere,3.0,1.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,170.0,481.0,481.0,Call2View Real Estate - Palmerston,489000.0,139152679,"3 Luxmore Court, Durack, NT 0830",3 Luxmore Court,Durack,NT,830,08 8932 8858,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,94.0,,94.0,Elders Real Estate - Palmerston,209000.0,139151639,"1/37 Lorna Lim Terrace, Driver, NT 0830",1/37 Lorna Lim Terrace,Driver,NT,830,08 8931 5000,premiere,2.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,106.0,,HERON PROPERTY - DARWIN,370000.0,139149811,"6/75 Aralia Street, Rapid Creek, NT 0810",6/75 Aralia Street,Rapid Creek,NT,810,08 8992 9980,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,55.0,,55.0,Ray White - Darwin,290000.0,139148587,"7/174 Casuarina Drive, Nightcliff, NT 0810",7/174 Casuarina Drive,Nightcliff,NT,810,0408 108 698,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Professionals - DARWIN CITY,630000.0,139148531,,,Rosebery,NT,832,08 8941 8289,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,104.0,,104.0,Call2View Real Estate - Palmerston,269000.0,139145875,"22/408 Trower Road, Tiwi, NT 0810",22/408 Trower Road,Tiwi,NT,810,08 8932 8858,premiere,1.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,114.0,,Real Estate Central - DARWIN CITY,316000.0,139145831,"12/13 Coronation Drive, Stuart Park, NT 0820",12/13 Coronation Drive,Stuart Park,NT,820,08 8943 3000,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,16.0,,16.0,Eview Group - Corporate,115000.0,139144387,"17/52 Gregory Street, Parap, NT 0820",17/52 Gregory Street,Parap,NT,820,03 8781 3888,standard,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,153.0,153.0,Absolute Real Estate NT - Darwin,535000.0,139144355,"9/3 Queen Street, Stuart Park, NT 0820",9/3 Queen Street,Stuart Park,NT,820,08 8930 6600,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,700.0,700.0,Real Estate Central - DARWIN CITY,,139144103,"6 Falco Court, Zuccoli, NT 0832",6 Falco Court,Zuccoli,NT,832,08 8943 3000,premiere,4.0,3.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,,,Ray White - NIGHTCLIFF,1400000.0,203300867,"37 Secrett Road, Knuckey Lagoon, NT 0828",37 Secrett Road,Knuckey Lagoon,NT,828,08 8982 2403,standard,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,,139141079,"2/14 Duwun Road, Rosebery, NT 0832",2/14 Duwun Road,Rosebery,NT,832,08 8943 3000,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,659.0,659.0,Core Realty NT - RAPID CREEK,,139140151,"9 Philpott Street, Muirhead, NT 0810",9 Philpott Street,Muirhead,NT,810,0450 473 710,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Cate Killiner Real Estate - Woolner,418000.0,139139827,"4/16 Omeo Street, Brinkin, NT 0810",4/16 Omeo Street,Brinkin,NT,810,08 8942 2283,standard,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Colliers International - Darwin,385000.0,139138647,"35 17 Geranium Street, The Gardens, NT 0820",35 17 Geranium Street,The Gardens,NT,820,08 8997 0888,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,400.0,400.0,Freedom Property - Australia,780000.0,139137239,"1 Diamond Way, Durack, NT 0830",1 Diamond Way,Durack,NT,830,07 3999 8324,premiere,6.0,3.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,13.35,13.35,Litchfield Realty - Humpty Doo,460000.0,139136891,"15 Jefferis Road, Humpty Doo, NT 0836",15 Jefferis Road,Humpty Doo,NT,836,08 8988 2343,premiere,3.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Colliers International - Darwin,410000.0,139136063,"22/73 Progress Drive, Nightcliff, NT 0810",22/73 Progress Drive,Nightcliff,NT,810,08 8997 0888,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,629.0,629.0,Property Portfolio Sales - East Brisbane ,819000.0,139134443,,,Muirhead,NT,810,0423 814 812,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,2.0,2.0,Renee's Realty NT - DURACK,449000.0,139134399,"75 Eucalyptus Road, Herbert, NT 0836",75 Eucalyptus Road,Herbert,NT,836,0417 718 149,premiere,2.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Raine & Horne - Darwin,,139133947,"7 Wescombe Court, Malak, NT 0812",7 Wescombe Court,Malak,NT,812,08 8941 8941,premiere,4.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,969.0,969.0,Real Estate Central - DARWIN CITY,,139133627,"29 Waters Street, Rapid Creek, NT 0810",29 Waters Street,Rapid Creek,NT,810,08 8943 3000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central Projects - Darwin,600000.0,139131591,"501/102 Esplanade, Darwin City, NT 0800",501/102 Esplanade,Darwin City,NT,800,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,2.02,2.02,Abode Property Management Pty Ltd - PINELANDS,,139130763,"1171 Girraween Road, Herbert, NT 0836",1171 Girraween Road,Herbert,NT,836,08 8932 7777,standard,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,844.0,844.0,Call2View Real Estate - Palmerston,695.0,139130267,"13 Thrush Court, Wulagi, NT 0812",13 Thrush Court,Wulagi,NT,812,08 8932 8858,premiere,4.0,3.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Absolute Real Estate NT - Darwin,339000.0,139130223,"10/7 Mueller Road AKA 10/50 Abbott Crescent, Malak, NT 0812",10/7 Mueller Road AKA 10/50 Abbott Crescent,Malak,NT,812,08 8930 6600,premiere,2.0,1.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,134.0,,134.0,Elders Real Estate - Darwin,,139130107,"12/4 Elsey Street, Parap, NT 0820",12/4 Elsey Street,Parap,NT,820,08 8946 0500,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Villa,,355.0,355.0,First National Real Estate O'Donoghues - Darwin,,139129803,"3/75 Hutchison Terrace, Bakewell, NT 0832",3/75 Hutchison Terrace,Bakewell,NT,832,08 8942 8942,premiere,3.0,2.0,4.0,2022-05-27 15:54:05
